Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","578","Norway","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","490293.364377","X","Figure from international organizations",""
"MK","Macro Indicators","578","Norway","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","579422.44951","X","Figure from international organizations",""
"MK","Macro Indicators","578","Norway","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","533730.296019","E","Estimated value",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","495230.574357","X","Figure from international organizations",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","515762.008469","X","Figure from international organizations",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","539080.532037","X","Figure from international organizations",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","477111.287969","X","Figure from international organizations",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","470024.559638","X","Figure from international organizations",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","524641.206562","X","Figure from international organizations",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","588779.850763","X","Figure from international organizations",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","596058.473059","X","Figure from international organizations",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","599442.783603","X","Figure from international organizations",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","681346.136418","X","Figure from international organizations",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","688125.010515","X","Figure from international organizations",""
"MK","Macro Indicators","616","Poland","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","818430.268593","E","Estimated value",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","216236.608774","X","Figure from international organizations",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","226369.502104","X","Figure from international organizations",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","229596.170847","X","Figure from international organizations",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","199313.894327","X","Figure from international organizations",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","206286.022782","X","Figure from international organizations",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","221357.874719","X","Figure from international organizations",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","242313.116578","X","Figure from international organizations",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","239986.922639","X","Figure from international organizations",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","229031.860521","X","Figure from international organizations",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","255534.839406","X","Figure from international organizations",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","254849.986507","X","Figure from international organizations",""
"MK","Macro Indicators","620","Portugal","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","275619.884369","E","Estimated value",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","8709.138748","X","Figure from international organizations",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","9496.717702","X","Figure from international organizations",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","9402.090103","X","Figure from international organizations",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","7797.667138","X","Figure from international organizations",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","7980.917249","X","Figure from international organizations",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","9514.404073","X","Figure from international organizations",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","11252.353608","X","Figure from international organizations",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","11736.797145","X","Figure from international organizations",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","11530.746094","X","Figure from international organizations",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","13691.86913","X","Figure from international organizations",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","14510.490971","X","Figure from international organizations",""
"MK","Macro Indicators","498","Republic of Moldova","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","17074.130636","E","Estimated value",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","179132.979644","X","Figure from international organizations",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","189789.307625","X","Figure from international organizations",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","199713.660827","X","Figure from international organizations",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","177883.99767","X","Figure from international organizations",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","185287.516783","X","Figure from international organizations",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","210147.255084","X","Figure from international organizations",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","243316.152002","X","Figure from international organizations",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","251016.712188","X","Figure from international organizations",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","251362.416279","X","Figure from international organizations",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","285810.315473","X","Figure from international organizations",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","300690.523038","X","Figure from international organizations",""
"MK","Macro Indicators","642","Romania","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","352718.714805","E","Estimated value",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","2208293.528674","X","Figure from international organizations",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","2292470.104248","X","Figure from international organizations",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","2059241.582146","X","Figure from international organizations",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","1363482.179761","X","Figure from international organizations",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","1276786.344534","X","Figure from international organizations",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","1574199.355093","X","Figure from international organizations",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","1657328.764646","X","Figure from international organizations",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","1693114.99399","X","Figure from international organizations",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","1493075.88746","X","Figure from international organizations",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","1836890.82858","X","Figure from international organizations",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","2240422.438363","X","Figure from international organizations",""
"MK","Macro Indicators","643","Russian Federation","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","1831922.655564","E","Estimated value",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","1800.605835","X","Figure from international organizations",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","1865.014772","X","Figure from international organizations",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","1844.843168","X","Figure from international organizations",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","1418.829692","X","Figure from international organizations",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","1467.345667","X","Figure from international organizations",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","1528.621195","X","Figure from international organizations",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","1655.354304","X","Figure from international organizations",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","1616.23166","X","Figure from international organizations",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","1544.713792","X","Figure from international organizations",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","1855.395694","X","Figure from international organizations",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","1780.717786","X","Figure from international organizations",""
"MK","Macro Indicators","674","San Marino","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","1927.048944","E","Estimated value",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","43309.253216","X","Figure from international organizations",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","48394.267329","X","Figure from international organizations",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","47062.201828","X","Figure from international organizations",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","39655.949761","X","Figure from international organizations",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","40692.661514","X","Figure from international organizations",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","44179.075315","X","Figure from international organizations",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","50640.663278","X","Figure from international organizations",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","51514.242853","X","Figure from international organizations",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","53356.484451","X","Figure from international organizations",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","63082.0208","X","Figure from international organizations",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","63563.40874","X","Figure from international organizations",""
"MK","Macro Indicators","688","Serbia","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","74914.760428","E","Estimated value",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","94629.143637","X","Figure from international organizations",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","98907.1033","X","Figure from international organizations",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","101302.123266","X","Figure from international organizations",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","88865.137939","X","Figure from international organizations",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","89891.636384","X","Figure from international organizations",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","95649.966261","X","Figure from international organizations",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","106137.924016","X","Figure from international organizations",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","105711.680181","X","Figure from international organizations",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","106731.482855","X","Figure from international organizations",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","118576.482543","X","Figure from international organizations",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","115304.861561","X","Figure from international organizations",""
"MK","Macro Indicators","703","Slovakia","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","132058.448622","E","Estimated value",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","46580.45747","X","Figure from international organizations",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","48401.896808","X","Figure from international organizations",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","49930.685013","X","Figure from international organizations",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","43090.173395","X","Figure from international organizations",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","44736.333522","X","Figure from international organizations",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","48589.100043","X","Figure from international organizations",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","54177.882426","X","Figure from international organizations",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","54386.654314","X","Figure from international organizations",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","53734.526854","X","Figure from international organizations",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","61832.201544","X","Figure from international organizations",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","59981.881632","X","Figure from international organizations",""
"MK","Macro Indicators","705","Slovenia","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","66997.817185","E","Estimated value",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","1324826.515505","X","Figure from international organizations",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","1355194.25986","X","Figure from international organizations",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","1369995.874783","X","Figure from international organizations",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","1195676.021494","X","Figure from international organizations",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","1232717.585352","X","Figure from international organizations",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","1313245.330198","X","Figure from international organizations",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","1421702.715218","X","Figure from international organizations",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","1394320.055129","X","Figure from international organizations",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","1278128.867875","X","Figure from international organizations",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","1445651.653605","X","Figure from international organizations",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","1415874.440909","X","Figure from international organizations",""
"MK","Macro Indicators","724","Spain","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","1538260.059684","E","Estimated value",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","552483.727283","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","586841.821797","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","581964.017237","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","505103.78135","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","515654.67147","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","541018.749769","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","555455.371487","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","533879.529188","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","547054.174236","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","639714.956069","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","591188.594777","X","Figure from international organizations",""
"MK","Macro Indicators","752","Sweden","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","601074.520919","E","Estimated value",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","686420.221558","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","706234.937371","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","726537.808338","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","694118.18638","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","687895.460903","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","695200.833086","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","725568.717468","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","721320.891462","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","741999.406006","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","813408.787222","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","818426.550206","X","Figure from international organizations",""
"MK","Macro Indicators","756","Switzerland","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","898852.499014","E","Estimated value",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","175780.733796","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","183310.146378","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","133503.867182","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","91030.968761","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","93355.868978","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","112090.503817","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","130891.08669","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","153883.045525","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","156617.719786","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","199765.856765","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","160502.739236","X","Figure from international organizations",""
"MK","Macro Indicators","804","Ukraine","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","175243.728226","E","Estimated value",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","2707089.726615","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","2784853.502534","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","3064708.247921","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","2927911.140917","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","2689106.5669","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","2680148.052335","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","2871340.347582","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","2851407.164908","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","2697806.592294","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","3141506.156619","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","3089072.7224","X","Figure from international organizations",""
"MK","Macro Indicators","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","22008","Gross Domestic Product","2023","2023","million USD","3263527.803496","E","Estimated value",""
